20,20,20,8,10,0.5,0,0,2900,3.5,335.808844,4227.874912,58.469561,380.938049,442.95122,114.205157
20,20,20,8,10,0.5,0,0,2900,90,28.677474,361.052944,42.792163,266.312927,227.617886,9.752916
20,20,20,8,10,0.5,0,4,6000,3.5,28.677474,361.052944,42.792163,266.312927,227.617886,9.752916
20,20,20,8,10,0.5,0,4,6000,90,335.808844,4227.874912,53.154146,358.790488,442.95122,114.205157
20,20,20,8,10,0.5,1,0,2900,3.5,335.808844,4227.874912,53.154146,358.790488,442.95122,114.205157
20,20,20,8,10,0.5,1,0,2900,90,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,10,0.5,1,4,6000,3.5,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,10,0.5,1,4,6000,90,335.808844,4227.874912,58.469561,380.938049,442.95122,114.205157
20,20,20,8,10,0.5,0,0,2900,3.5,335.808844,4227.874912,58.469561,380.938049,442.95122,114.205157
20,20,20,8,10,0.5,0,4,6000,3.5,28.677474,361.052944,42.792163,266.312927,227.617886,9.752916
20,20,20,8,10,0.5,0,4,6000,90,335.808844,4227.874912,53.154146,358.790488,442.95122,114.205157
20,20,20,8,10,0.5,1,0,2900,3.5,335.808844,4227.874912,53.154146,358.790488,442.95122,114.205157
20,20,20,8,10,0.5,1,0,2900,90,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,10,0.5,1,4,6000,3.5,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,10,0.5,1,4,6000,90,173.444121,2183.682959,102.788293,669.681301,778.699187,58.986574
20,20,20,8,30,0.5,0,0,2900,3.5,173.444121,2183.682959,102.788293,669.681301,778.699187,58.986574
20,20,20,8,30,0.5,0,0,2900,90,28.677474,361.052944,42.792163,266.312927,227.617886,9.752916
20,20,20,8,30,0.5,0,4,6000,3.5,28.677474,361.052944,42.792163,266.312927,227.617886,9.752916
20,20,20,8,30,0.5,0,4,6000,90,173.444121,2183.682959,93.443902,630.746341,778.699187,58.986574
20,20,20,8,30,0.5,1,0,2900,3.5,173.444121,2183.682959,93.443902,630.746341,778.699187,58.986574
20,20,20,8,30,0.5,1,0,2900,90,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,30,0.5,1,4,6000,3.5,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,30,0.5,1,4,6000,90,173.444121,2183.682959,102.788293,669.681301,778.699187,58.986574
20,20,20,8,30,0.5,0,0,2900,3.5,173.444121,2183.682959,102.788293,669.681301,778.699187,58.986574
20,20,20,8,30,0.5,0,0,2900,90,28.677474,361.052944,42.792163,266.312927,227.617886,9.752916
20,20,20,8,30,0.5,0,4,6000,90,173.444121,2183.682959,93.443902,630.746341,778.699187,58.986574
20,20,20,8,30,0.5,1,0,2900,3.5,173.444121,2183.682959,93.443902,630.746341,778.699187,58.986574
20,20,20,8,30,0.5,1,0,2900,90,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,30,0.5,1,4,6000,3.5,28.677474,361.052944,38.695041,250.379675,227.617886,9.752916
20,20,20,8,30,0.5,1,4,6000,90,460.190139,5793.850816,54.282585,353.659268,411.231707,156.505965
20,20,20,16,10,0.5,0,0,2900,3.5,460.190139,5793.850816,54.282585,353.659268,411.231707,156.505965
20,20,20,16,10,0.5,0,0,2900,90,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,10,0.5,0,4,6000,3.5,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,10,0.5,0,4,6000,90,460.190139,5793.850816,49.347805,333.097683,411.231707,156.505965
20,20,20,16,10,0.5,1,0,2900,3.5,460.190139,5793.850816,49.347805,333.097683,411.231707,156.505965
20,20,20,16,10,0.5,1,0,2900,90,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,10,0.5,1,4,6000,3.5,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,10,0.5,1,4,6000,90,460.190139,5793.850816,54.282585,353.659268,411.231707,156.505965
20,20,20,16,10,0.5,0,0,2900,90,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,10,0.5,0,4,6000,3.5,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,10,0.5,0,4,6000,90,460.190139,5793.850816,49.347805,333.097683,411.231707,156.505965
20,20,20,16,10,0.5,1,0,2900,3.5,460.190139,5793.850816,49.347805,333.097683,411.231707,156.505965
20,20,20,16,10,0.5,1,0,2900,90,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,10,0.5,1,4,6000,3.5,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,10,0.5,1,4,6000,90,228.873623,2881.547244,100.936537,657.616829,764.670732,77.837581
20,20,20,16,30,0.5,0,0,2900,3.5,228.873623,2881.547244,100.936537,657.616829,764.670732,77.837581
20,20,20,16,30,0.5,0,0,2900,90,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,30,0.5,0,4,6000,3.5,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,30,0.5,0,4,6000,90,228.873623,2881.547244,91.760488,619.383293,764.670732,77.837581
20,20,20,16,30,0.5,1,0,2900,3.5,228.873623,2881.547244,91.760488,619.383293,764.670732,77.837581
20,20,20,16,30,0.5,1,0,2900,90,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,30,0.5,1,4,6000,3.5,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,30,0.5,1,4,6000,90,228.873623,2881.547244,100.936537,657.616829,764.670732,77.837581
20,20,20,16,30,0.5,0,0,2900,3.5,228.873623,2881.547244,100.936537,657.616829,764.670732,77.837581
20,20,20,16,30,0.5,0,0,2900,90,28.677474,361.052944,42.792927,266.317683,227.621951,9.752916
20,20,20,16,30,0.5,0,4,6000,90,228.873623,2881.547244,91.760488,619.383293,764.670732,77.837581
20,20,20,16,30,0.5,1,0,2900,3.5,228.873623,2881.547244,91.760488,619.383293,764.670732,77.837581
20,20,20,16,30,0.5,1,0,2900,90,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,30,0.5,1,4,6000,3.5,28.677474,361.052944,38.695732,250.384146,227.621951,9.752916
20,20,20,16,30,0.5,1,4,6000,90,149.741253,1885.260906,99.242955,646.582886,751.840566,50.92547
20,20,1000,8,10,0.5,0,0,2900,3.5,149.741253,1885.260906,99.242955,646.582886,751.840566,50.92547
20,20,1000,8,10,0.5,0,0,2900,90,28.699696,361.332721,42.826087,266.524051,227.798334,9.760473
20,20,1000,8,10,0.5,0,4,6000,3.5,28.699696,361.332721,42.826087,266.524051,227.798334,9.760473
20,20,1000,8,10,0.5,0,4,6000,90,149.741253,1885.260906,90.220868,608.990858,751.840566,50.92547
20,20,1000,8,10,0.5,1,0,2900,90,28.699696,361.332721,38.725717,250.578167,227.798334,9.760473
20,20,1000,8,10,0.5,1,4,6000,3.5,28.699696,361.332721,38.725717,250.578167,227.798334,9.760473
20,20,1000,8,10,0.5,1,4,6000,90,149.741253,1885.260906,99.242955,646.582886,751.840566,50.92547
20,20,1000,8,10,0.5,0,0,2900,3.5,149.741253,1885.260906,99.242955,646.582886,751.840566,50.92547
20,20,1000,8,10,0.5,0,0,2900,90,28.699696,361.332721,42.826087,266.524051,227.798334,9.760473
20,20,1000,8,10,0.5,0,4,6000,3.5,28.699696,361.332721,42.826087,266.524051,227.798334,9.760473
20,20,1000,8,10,0.5,0,4,6000,90,149.741253,1885.260906,90.220868,608.990858,751.840566,50.92547
20,20,1000,8,10,0.5,1,0,2900,90,28.699696,361.332721,38.725717,250.578167,227.798334,9.760473
20,20,1000,8,10,0.5,1,4,6000,3.5,28.699696,361.332721,38.725717,250.578167,227.798334,9.760473
20,20,1000,8,10,0.5,1,4,6000,90,143.570822,1807.574416,155.831549,1015.266153,1180.542038,48.82697
20,20,1000,8,30,0.5,0,0,2900,3.5,143.570822,1807.574416,155.831549,1015.266153,1180.542038,48.82697
20,20,1000,8,30,0.5,0,0,2900,90,28.699696,361.332721,42.826087,266.524051,227.798334,9.760473
20,20,1000,8,30,0.5,0,4,6000,3.5,28.699696,361.332721,42.826087,266.524051,227.798334,9.760473
20,20,1000,8,30,0.5,0,4,6000,90,143.570822,1807.574416,141.665045,956.239051,1180.542038,48.82697
20,20,1000,8,30,0.5,1,0,2900,3.5,143.570822,1807.574416,141.665045,956.239051,1180.542038,48.82697
20,20,1000,8,30,0.5,1,0,2900,90,28.699696,361.332721,38.725717,250.578167,227.798334,9.760473
