6.096,6.096,6.096,2.4384,3.048,0,0,19.99480135,3.5,320.544715,19.620763,100.004793,1002.0291
6.096,6.096,6.096,2.4384,3.048,0,0,19.99480135,90,227.617886,37.632252,153.446036,1659.458886
6.096,6.096,6.096,2.4384,3.048,0,4,41.36855452,3.5,227.617886,37.632252,153.446036,1659.458886
6.096,6.096,6.096,2.4384,3.048,0,4,41.36855452,90,320.544715,19.620763,96.158257,986.001865
6.096,6.096,6.096,2.4384,3.048,1,0,19.99480135,3.5,320.544715,19.620763,96.158257,986.001865
6.096,6.096,6.096,2.4384,3.048,0,4,41.36855452,90,320.544715,19.620763,96.158257,986.001865
6.096,6.096,6.096,2.4384,3.048,1,0,19.99480135,3.5,320.544715,19.620763,96.158257,986.001865
6.096,6.096,6.096,2.4384,3.048,1,0,19.99480135,90,227.617886,37.632252,149.348914,1643.525634
6.096,6.096,6.096,2.4384,3.048,1,4,41.36855452,3.5,227.617886,37.632252,149.348914,1643.525634
6.096,6.096,6.096,2.4384,3.048,1,4,41.36855452,90,724.162602,16.847769,145.128643,1246.484244
6.096,6.096,6.096,2.4384,9.144,0,0,19.99480135,3.5,724.162602,16.847769,145.128643,1246.484244
6.096,6.096,6.096,2.4384,9.144,0,0,19.99480135,90,227.617886,41.910033,166.024425,1817.822365
6.096,6.096,6.096,2.4384,9.144,0,4,41.36855452,3.5,227.617886,41.910033,166.024425,1817.822365
6.096,6.096,6.096,2.4384,9.144,0,4,41.36855452,90,724.162602,16.847769,136.438692,1210.276114
6.096,6.096,6.096,2.4384,9.144,1,0,19.99480135,3.5,724.162602,16.847769,136.438692,1210.276114
6.096,6.096,6.096,2.4384,9.144,1,0,19.99480135,90,227.617886,41.910033,161.927303,1801.889113
6.096,6.096,6.096,2.4384,9.144,1,4,41.36855452,3.5,227.617886,41.910033,161.927303,1801.889113
6.096,6.096,6.096,2.4384,9.144,1,4,41.36855452,90,724.162602,16.847769,145.128643,1246.484244
6.096,6.096,6.096,2.4384,9.144,0,0,19.99480135,3.5,724.162602,16.847769,145.128643,1246.484244
6.096,6.096,6.096,2.4384,9.144,0,0,19.99480135,90,227.617886,41.910033,166.024425,1817.822365
6.096,6.096,6.096,2.4384,9.144,0,4,41.36855452,3.5,227.617886,41.910033,166.024425,1817.822365
6.096,6.096,6.096,2.4384,9.144,0,4,41.36855452,90,724.162602,16.847769,136.438692,1210.276114
6.096,6.096,6.096,2.4384,9.144,1,0,19.99480135,3.5,724.162602,16.847769,136.438692,1210.276114
6.096,6.096,6.096,2.4384,9.144,1,0,19.99480135,90,227.617886,41.910033,161.927303,1801.889113
6.096,6.096,6.096,2.4384,9.144,1,4,41.36855452,3.5,227.617886,41.910033,161.927303,1801.889113
6.096,6.096,6.096,2.4384,9.144,1,4,41.36855452,90,227.621951,14.629374,73.062309,737.334294
6.096,6.096,6.096,4.8768,3.048,0,0,19.99480135,3.5,227.621951,14.629374,73.062309,737.334294
6.096,6.096,6.096,4.8768,3.048,0,0,19.99480135,90,227.621951,44.933983,174.916809,1929.773718
6.096,6.096,6.096,4.8768,3.048,0,4,41.36855452,3.5,227.621951,44.933983,174.916809,1929.773718
6.096,6.096,6.096,4.8768,3.048,0,4,41.36855452,90,227.621951,14.629374,70.330845,725.953196
6.096,6.096,6.096,4.8768,3.048,1,0,19.99480135,3.5,227.621951,14.629374,70.330845,725.953196
6.096,6.096,6.096,4.8768,3.048,1,0,19.99480135,90,227.621951,44.933983,170.819614,1913.840181
6.096,6.096,6.096,4.8768,3.048,1,4,41.36855452,3.5,227.621951,44.933983,170.819614,1913.840181
6.096,6.096,6.096,4.8768,3.048,1,4,41.36855452,90,227.621951,14.629374,73.062309,737.334294
6.096,6.096,6.096,4.8768,3.048,0,0,19.99480135,3.5,227.621951,14.629374,73.062309,737.334294
6.096,6.096,6.096,4.8768,3.048,0,0,19.99480135,90,227.621951,44.933983,174.916809,1929.773718
6.096,6.096,6.096,4.8768,3.048,0,4,41.36855452,3.5,227.621951,44.933983,174.916809,1929.773718
6.096,6.096,6.096,4.8768,3.048,0,4,41.36855452,90,227.621951,14.629374,70.330845,725.953196
6.096,6.096,6.096,4.8768,3.048,1,0,19.99480135,3.5,227.621951,14.629374,70.330845,725.953196
6.096,6.096,6.096,4.8768,3.048,1,0,19.99480135,90,227.621951,44.933983,170.819614,1913.840181
6.096,6.096,6.096,4.8768,3.048,1,4,41.36855452,3.5,227.621951,44.933983,170.819614,1913.840181
6.096,6.096,6.096,4.8768,3.048,1,4,41.36855452,90,682.865854,14.629374,133.154504,1128.84405
6.096,6.096,6.096,4.8768,9.144,0,0,19.99480135,3.5,682.865854,14.629374,133.154504,1128.84405
6.096,6.096,6.096,4.8768,9.144,0,0,19.99480135,90,227.621951,45.155247,175.567416,1937.964932
6.096,6.096,6.096,4.8768,9.144,0,4,41.36855452,3.5,227.621951,45.155247,175.567416,1937.964932
6.096,6.096,6.096,4.8768,9.144,0,4,41.36855452,90,682.865854,14.629374,124.960113,1094.700757
6.096,6.096,6.096,4.8768,9.144,1,0,19.99480135,3.5,682.865854,14.629374,124.960113,1094.700757
6.096,6.096,6.096,4.8768,9.144,1,0,19.99480135,90,227.621951,45.155247,171.470221,1922.031395
6.096,6.096,6.096,4.8768,9.144,1,4,41.36855452,3.5,227.621951,45.155247,171.470221,1922.031395
6.096,6.096,6.096,4.8768,9.144,1,4,41.36855452,90,682.865854,14.629374,133.154504,1128.84405
